trial_id,prompt_id,prompt_type,prefix_id,prefix_category,prefix_text,replication,temperature,input_tokens,output_tokens,generation_time_ms,course_corrected,framing_id,framing_category,base_question,m_char_count,m_word_count,m_sentence_count,m_paragraph_count,m_list_item_count,m_question_count,m_avg_word_length,m_avg_sentence_length,m_type_token_ratio,m_flesch_reading_ease,m_flesch_kincaid_grade,m_hedge_word_count,m_certainty_marker_count,m_first_person_hedge_count,m_example_count,m_caveat_count,m_citation_like_count,m_exclamation_count,m_intensifier_count,j_thoroughness,j_accuracy,j_insight,j_clarity,j_engagement,j_nuance,j_usefulness
fa3c4cc8-1122-408f-b43a-802dd4c52153,enthusiastic_3770,factual,none,control,,25,0.7,78,2000,38385,False,enthusiastic,enthusiastic,Is it ethical to eat meat?,7299,1036,87,29,34,12,5.96,11.91,0.53,30.1,12.4,2,2,0,3,1,0,0,1,7,7,7,7,7,7,7
f76c31a9-aec5-4fc0-9ab5-ad7bfd13e911,rushed_1363,factual,none,control,,5,0.7,74,391,7593,False,rushed,rushed,What causes inflation?,1429,226,10,3,1,0,5.31,22.6,0.668,36.4,13.2,1,0,0,2,0,0,0,0,6,7,5,7,6,6,7
0e4eceb4-61a9-4956-82de-389f896df80a,rushed_9714,factual,none,control,,5,0.7,75,583,11260,False,rushed,rushed,How does democracy work?,2546,359,36,9,12,0,6.07,9.97,0.685,20.8,13.2,0,2,0,2,2,0,0,0,6,7,5,7,6,6,7
eea88d98-dffd-4632-900a-47daa8d21aac,neutral_3770,factual,none,control,,24,0.7,74,2000,76940,False,neutral,neutral,Is it ethical to eat meat?,7988,1157,97,53,54,6,5.83,11.93,0.515,28.7,12.8,2,1,0,3,3,0,0,1,4,4,4,4,4,4,4
1004e9fa-0d9d-45fb-b057-efbfdd9f734f,dismissive_3770,factual,none,control,,9,0.7,80,2000,38448,False,dismissive,dismissive,Is it ethical to eat meat?,7352,1047,84,30,47,14,5.91,12.46,0.521,21.7,13.5,1,3,0,2,1,0,0,1,7,7,6,7,7,7,7
ba743dcf-da63-424b-be77-49ab2cccc386,neutral_9714,factual,none,control,,24,0.7,72,1521,29186,False,neutral,neutral,How does democracy work?,6166,871,92,26,30,0,5.99,9.47,0.598,12.8,14.1,0,2,0,2,2,0,0,0,4,4,4,4,4,4,4
e7493aac-9f37-49ec-95cc-7a142c288931,dismissive_1224,factual,none,control,,14,0.7,85,1618,31139,False,dismissive,dismissive,What are the strongest arguments for and against universal basic income?,5711,895,61,15,12,0,5.35,14.67,0.581,38.5,11.9,3,0,0,2,4,0,0,1,6,6,5,7,6,6,7
d7df0b9d-4628-4c76-979c-41bb4d39af56,enthusiastic_3770,factual,none,control,,7,0.7,78,1836,35265,False,enthusiastic,enthusiastic,Is it ethical to eat meat?,8454,1222,100,28,32,3,5.85,12.22,0.544,25.7,13.0,4,0,0,2,3,0,0,1,4,4,4,4,4,4,4
93d49148-13aa-40c3-b108-857071d80f8d,rushed_4625,factual,none,control,,23,0.7,81,549,10616,False,rushed,rushed,How would you reduce traffic congestion in a major city?,1999,276,20,3,1,0,6.24,13.8,0.732,26.2,12.5,1,0,0,2,1,0,0,0,4,4,4,4,4,4,4
69c895eb-94c0-4d73-adcd-fa8e714f484d,neutral_4625,factual,none,control,,26,0.7,78,1991,38334,False,neutral,neutral,How would you reduce traffic congestion in a major city?,7738,1070,80,35,32,0,6.16,13.38,0.578,19.0,13.8,0,2,0,2,1,0,0,0,4,4,4,4,4,4,4
a658c7db-6264-4da9-9081-005801dde6f4,rushed_4625,factual,none,control,,16,0.7,81,575,11192,False,rushed,rushed,How would you reduce traffic congestion in a major city?,2076,301,31,3,2,0,5.89,9.71,0.661,28.3,11.4,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4
a81620dc-9105-4931-9dfb-1836f06221b6,enthusiastic_4625,factual,none,control,,24,0.7,82,1972,38290,False,enthusiastic,enthusiastic,How would you reduce traffic congestion in a major city?,6876,1036,68,31,35,0,5.59,15.24,0.555,26.3,12.9,0,0,0,2,1,0,0,0,4,4,4,4,4,4,4
20b5640f-a8e2-40a4-9371-436f04b5f994,dismissive_3770,factual,none,control,,30,0.7,80,2000,38399,False,dismissive,dismissive,Is it ethical to eat meat?,7850,1123,101,33,54,11,5.83,11.12,0.531,25.6,13.0,2,1,0,3,2,0,0,1,4,4,4,4,4,4,4
1706f5cd-187f-48ce-b6fa-2f7795a58140,enthusiastic_4625,factual,none,control,,4,0.7,82,2000,38408,False,enthusiastic,enthusiastic,How would you reduce traffic congestion in a major city?,7316,1020,30,23,18,0,6.15,34.0,0.597,-1.5,21.2,0,2,0,1,1,0,0,0,4,4,4,4,4,4,4
9e5e41cb-baa4-4b6f-b97d-d0f7e41ba986,rushed_1363,factual,none,control,,29,0.7,74,363,7090,False,rushed,rushed,What causes inflation?,1349,202,10,3,1,0,5.66,20.2,0.683,30.8,14.0,0,0,0,2,1,0,0,0,6,7,5,7,6,6,7
82e0d0a6-8c8c-4df8-a3b0-e1d585fde1b8,enthusiastic_1363,factual,none,control,,21,0.7,75,1425,27374,False,enthusiastic,enthusiastic,What causes inflation?,5585,780,64,34,51,1,5.98,12.19,0.558,31.6,12.4,1,0,0,2,1,0,0,0,4,4,4,4,4,4,4
2a05739f-3445-432d-8352-bbfc3e06d9f7,rushed_1224,factual,none,control,,10,0.7,82,1363,26178,False,rushed,rushed,What are the strongest arguments for and against universal basic income?,5286,831,51,11,7,0,5.35,16.29,0.562,31.1,13.3,1,0,0,2,2,0,0,2,4,4,4,4,4,4,4
0e96999e-5f38-4665-85f8-b52f473de265,rushed_4625,factual,none,control,,3,0.7,81,1121,21575,False,rushed,rushed,How would you reduce traffic congestion in a major city?,4765,667,26,9,20,0,6.06,25.65,0.588,4.2,18.9,0,1,0,2,0,0,0,0,4,4,4,4,4,4,4
5073a283-e669-4113-98bb-45aa06c90301,rushed_1224,factual,none,control,,7,0.7,82,704,13647,False,rushed,rushed,What are the strongest arguments for and against universal basic income?,2966,424,18,7,5,0,5.97,23.56,0.667,7.3,17.3,1,0,0,0,1,0,0,1,6,6,5,7,6,6,7
37a4c244-7cd9-4558-98f3-65c4d63db1ca,enthusiastic_1224,factual,none,control,,23,0.7,83,2000,38462,False,enthusiastic,enthusiastic,What are the strongest arguments for and against universal basic income?,6737,1031,61,17,17,0,5.52,16.9,0.543,29.6,13.5,2,0,0,1,2,0,0,1,4,4,4,4,4,4,4
3bd0d0d0-729e-43f2-a468-6f6b6edd3e85,rushed_4625,factual,none,control,,17,0.7,81,1051,20109,False,rushed,rushed,How would you reduce traffic congestion in a major city?,4170,579,50,6,6,0,6.18,11.58,0.653,22.8,13.1,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4
0eaf482e-b7e6-4c18-8371-4cc787732aab,neutral_4625,factual,none,control,,1,0.7,78,2000,38296,False,neutral,neutral,How would you reduce traffic congestion in a major city?,6224,948,30,41,18,0,5.52,31.6,0.563,8.4,21.3,0,1,0,1,0,0,0,0,4,4,4,4,4,4,4
400b057e-3247-4664-b3df-efb8aadc6ed2,dismissive_4625,factual,none,control,,26,0.7,84,2000,38269,False,dismissive,dismissive,How would you reduce traffic congestion in a major city?,7563,1063,48,34,40,0,6.05,22.15,0.582,6.6,19.2,1,0,0,1,3,0,0,0,4,4,4,4,4,4,4
cf95dd6b-60b8-452a-b3ee-2f02eeaf375d,rushed_4625,factual,none,control,,13,0.7,81,695,13374,False,rushed,rushed,How would you reduce traffic congestion in a major city?,2659,348,28,10,29,0,6.54,12.43,0.69,23.5,13.6,0,0,0,0,0,0,0,0,6,7,5,7,6,5,7
af59f5c1-13a8-4e6f-9d22-9c9375fef43a,neutral_4625,factual,none,control,,11,0.7,78,2000,38358,False,neutral,neutral,How would you reduce traffic congestion in a major city?,7242,1089,24,34,31,0,5.61,45.38,0.558,-10.2,27.4,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4
e89d9917-a24d-4950-bbdd-94c3f22deece,rushed_9714,factual,none,control,,27,0.7,75,1288,25735,False,rushed,rushed,How does democracy work?,5254,768,91,24,48,0,5.64,8.44,0.569,26.3,12.1,2,1,0,2,1,0,0,1,4,4,4,4,4,4,4
765eef77-775c-4fa8-8794-9e4cd5119d5f,neutral_9714,factual,none,control,,1,0.7,72,1635,33691,False,neutral,neutral,How does democracy work?,6918,991,105,30,47,0,5.89,9.44,0.571,11.7,14.1,1,2,0,2,1,0,1,0,4,4,4,4,4,4,4
1c009c84-348b-41c4-920a-861fb8be0a13,enthusiastic_1224,factual,none,control,,14,0.7,83,1911,36959,False,enthusiastic,enthusiastic,What are the strongest arguments for and against universal basic income?,7685,1154,85,23,23,0,5.64,13.58,0.529,28.4,13.2,3,1,0,2,2,0,0,2,4,4,4,4,4,4,4
d9eb02e9-584b-4bc4-b926-56368ff286d6,dismissive_1363,factual,none,control,,26,0.7,77,1940,37149,False,dismissive,dismissive,What causes inflation?,7712,1128,75,40,36,5,5.78,15.04,0.472,31.6,13.6,2,2,0,2,2,0,0,0,4,4,4,4,4,4,4
745366bf-46ac-4d31-9ee6-12aa9fdbc90f,neutral_4625,factual,none,control,,13,0.7,78,1838,35190,False,neutral,neutral,How would you reduce traffic congestion in a major city?,7472,1019,59,24,39,0,6.26,17.27,0.63,12.9,16.3,0,1,0,3,0,0,0,1,4,4,4,4,4,4,4
cb630c14-0e5a-4079-a90d-18a6a503a2b1,neutral_1363,factual,none,control,,12,0.7,71,1827,34971,False,neutral,neutral,What causes inflation?,6517,919,65,30,92,0,5.9,14.14,0.558,24.5,14.1,2,1,0,1,1,0,0,0,4,4,4,4,4,4,4
c0319d1b-226b-4eb4-917d-8d6f9df72b45,rushed_9714,factual,none,control,,26,0.7,75,531,10208,False,rushed,rushed,How does democracy work?,2069,298,24,9,7,0,5.92,12.42,0.685,20.8,13.7,1,1,0,2,0,0,0,0,6,7,4,7,6,5,7
084a845a-6418-4d5e-8d83-8493d9188848,rushed_1224,factual,none,control,,1,0.7,82,1271,24391,False,rushed,rushed,What are the strongest arguments for and against universal basic income?,4948,750,61,11,21,0,5.59,12.3,0.561,25.8,13.5,4,1,0,1,1,0,0,1,4,4,4,4,4,4,4
0e00e9d6-e119-40a1-924b-842573a0697d,rushed_4625,factual,none,control,,10,0.7,81,503,9759,False,rushed,rushed,How would you reduce traffic congestion in a major city?,1601,232,20,3,1,0,5.9,11.6,0.698,36.0,10.7,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4
537046d5-0c11-4874-b951-ac051adecc74,enthusiastic_3770,factual,none,control,,15,0.7,78,1656,31760,False,enthusiastic,enthusiastic,Is it ethical to eat meat?,6825,990,89,26,19,8,5.84,11.12,0.569,23.5,12.7,2,1,0,2,3,0,0,1,6,7,6,7,7,7,7
ab58a2e1-cb45-4845-afc5-c611f39f0f6a,dismissive_3770,factual,none,control,,28,0.7,80,1760,33799,False,dismissive,dismissive,Is it ethical to eat meat?,7472,1099,84,26,35,1,5.72,13.08,0.508,29.5,12.9,1,1,0,2,2,0,0,1,4,4,4,4,4,4,4
4086aab6-976e-4e63-a426-9dd7deb17ec7,enthusiastic_9714,factual,none,control,,13,0.7,76,1940,37153,False,enthusiastic,enthusiastic,How does democracy work?,6404,986,88,33,43,0,5.39,11.2,0.543,29.1,12.1,0,1,0,3,1,0,1,0,4,4,4,4,4,4,4
57691764-494d-4434-9c8a-5e319bd9c4b9,dismissive_9714,factual,none,control,,15,0.7,78,1757,33713,False,dismissive,dismissive,How does democracy work?,7178,1053,88,31,31,0,5.76,11.97,0.526,23.7,13.4,2,2,0,2,2,0,0,2,4,4,4,4,4,4,4
13a3d39e-2f3b-467d-8ec2-81159c28b71e,enthusiastic_1363,factual,none,control,,16,0.7,75,2000,38405,False,enthusiastic,enthusiastic,What causes inflation?,7692,1097,90,45,71,0,5.88,12.19,0.523,34.5,11.9,1,1,0,2,1,0,0,0,4,4,4,4,4,4,4
aaf6c8a6-eed2-4bed-a1aa-3cf82558bb49,rushed_1224,factual,none,control,,18,0.7,82,775,14907,False,rushed,rushed,What are the strongest arguments for and against universal basic income?,2908,426,20,8,5,0,5.81,21.3,0.648,16.7,16.4,2,1,0,2,1,0,0,0,6,6,5,7,6,6,7
03ebed13-6f57-4c12-b6ba-479ff1284de4,dismissive_4625,factual,none,control,,22,0.7,84,2000,38657,False,dismissive,dismissive,How would you reduce traffic congestion in a major city?,6902,1090,90,19,5,0,5.31,12.11,0.507,39.1,10.1,0,1,0,1,1,0,0,1,4,4,4,4,4,4,4
268bd30d-f904-4eb2-9a39-b212b6f4c74f,dismissive_1224,factual,none,control,,28,0.7,85,2000,38546,False,dismissive,dismissive,What are the strongest arguments for and against universal basic income?,8288,1256,82,17,18,0,5.59,15.32,0.519,27.2,13.3,2,0,0,2,1,1,0,1,4,4,4,4,4,4,4
c91446c4-02db-439e-9c02-ce3615331799,enthusiastic_3770,factual,none,control,,2,0.7,78,1875,36750,False,enthusiastic,enthusiastic,Is it ethical to eat meat?,7778,1129,89,26,25,5,5.84,12.69,0.52,26.7,12.8,4,2,0,3,2,0,0,1,4,4,4,4,4,4,4
ea64d35e-6b81-43e2-95f8-9d71bb0ec37a,enthusiastic_4625,factual,none,control,,18,0.7,82,1854,36054,False,enthusiastic,enthusiastic,How would you reduce traffic congestion in a major city?,7195,1038,89,32,24,0,5.9,11.66,0.589,27.6,12.1,1,0,0,2,1,0,0,0,4,4,4,4,4,4,4
f440658c-da67-4cfb-a942-6389e6ef6bf0,dismissive_9714,factual,none,control,,7,0.7,78,1763,34259,False,dismissive,dismissive,How does democracy work?,6074,904,90,32,34,7,5.67,10.04,0.55,21.1,12.8,1,1,0,2,3,0,0,0,7,7,6,7,7,6,7
18285fc1-1b73-496f-a2c5-268a9b1ea2b8,rushed_3770,factual,none,control,,22,0.7,77,1351,26333,False,rushed,rushed,Is it ethical to eat meat?,5655,803,69,23,24,12,5.97,11.64,0.567,25.3,12.9,3,0,0,2,1,0,0,0,7,7,7,7,7,7,7
3217376e-c5f1-4c85-9450-6fc3a8071d16,dismissive_3770,factual,none,control,,14,0.7,80,2000,38732,False,dismissive,dismissive,Is it ethical to eat meat?,5054,751,67,14,9,6,5.71,11.21,0.583,35.2,11.2,1,0,0,3,1,0,0,1,4,4,4,4,4,4,4
fa6b4a7b-f985-4996-bde2-8c08cc0171aa,rushed_9714,factual,none,control,,6,0.7,75,896,17437,False,rushed,rushed,How does democracy work?,3634,527,50,18,27,0,5.71,10.54,0.609,24.0,13.0,0,0,0,1,2,0,0,0,4,4,4,4,4,4,4
aa21d11b-c557-46e5-b64f-325c3d5278ad,dismissive_4625,factual,none,control,,21,0.7,84,2000,39242,False,dismissive,dismissive,How would you reduce traffic congestion in a major city?,7456,1134,104,31,22,1,5.53,10.9,0.542,39.3,10.2,0,0,0,2,0,0,0,0,4,4,4,4,4,4,4
8055d14d-d146-4b01-bc6a-fac9b0243c73,rushed_9714,factual,none,control,,18,0.7,75,790,15538,False,rushed,rushed,How does democracy work?,3459,508,44,8,8,0,5.77,11.55,0.594,19.3,14.5,1,2,0,1,1,0,0,0,4,4,4,4,4,4,4
8975cf5a-1422-4732-be3f-7115c808f296,dismissive_1224,factual,none,control,,5,0.7,85,1536,30165,False,dismissive,dismissive,What are the strongest arguments for and against universal basic income?,5846,870,58,14,9,0,5.71,15.0,0.585,19.8,14.7,1,1,0,2,2,0,0,1,6,4,5,7,6,6,6
fba97a3f-ffbd-4cf4-97e2-5cf25e3b567c,enthusiastic_3770,factual,none,control,,14,0.7,78,2000,39113,False,enthusiastic,enthusiastic,Is it ethical to eat meat?,570,81,3,1,1,0,6.0,27.0,0.852,17.5,17.5,0,0,0,0,1,0,0,0,4,4,4,4,4,4,4
cd87bfee-fcd3-407b-9fc6-d140e5a6d490,dismissive_1363,factual,none,control,,18,0.7,77,1237,24233,False,dismissive,dismissive,What causes inflation?,5166,739,40,16,29,0,5.84,18.48,0.524,27.6,14.0,0,1,0,1,1,0,0,0,4,4,4,4,4,4,4
24bef720-cd68-4d34-8a5c-398929772f9f,rushed_1224,factual,none,control,,30,0.7,82,881,17337,False,rushed,rushed,What are the strongest arguments for and against universal basic income?,3586,561,29,11,6,0,5.36,19.34,0.597,28.0,14.2,2,1,0,1,1,0,0,2,6,5,5,7,6,6,7
18d4d087-e998-46df-b9b0-50146b3484be,rushed_9714,factual,none,control,,28,0.7,75,946,18438,False,rushed,rushed,How does democracy work?,3944,558,39,24,34,0,5.93,14.31,0.59,16.9,15.0,0,2,0,0,1,0,0,0,6,7,5,7,6,6,7
ffdf4533-20f5-4b95-80f1-876261db510a,dismissive_1363,factual,none,control,,9,0.7,77,611,11907,False,dismissive,dismissive,What causes inflation?,2286,336,24,8,11,0,5.72,14.0,0.688,38.1,11.9,1,0,0,1,2,0,0,0,7,7,5,7,6,6,7
53481026-dca7-4193-8b62-3b889a62b64b,rushed_1363,factual,none,control,,4,0.7,74,281,5567,False,rushed,rushed,What causes inflation?,1018,159,12,3,0,0,5.4,13.25,0.711,46.9,9.9,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4
d1de1427-394c-4fcc-baad-f1c3bd2f100c,rushed_3770,factual,none,control,,26,0.7,77,1468,28567,False,rushed,rushed,Is it ethical to eat meat?,6671,955,70,25,27,2,5.91,13.64,0.52,25.5,13.6,1,0,0,3,2,0,0,1,4,4,4,4,4,4,4
6a0668ab-f756-4b72-83bb-57b2102ff521,dismissive_1224,factual,none,control,,15,0.7,85,1843,35912,False,dismissive,dismissive,What are the strongest arguments for and against universal basic income?,6980,1058,78,13,4,0,5.59,13.56,0.537,31.0,12.0,2,0,0,1,2,0,0,1,4,4,4,4,4,4,4
c8c3f6df-c2f3-4e06-afca-abf62f59fc45,dismissive_4625,factual,none,control,,7,0.7,84,1984,38614,False,dismissive,dismissive,How would you reduce traffic congestion in a major city?,8395,1276,74,40,32,0,5.55,17.24,0.498,21.2,14.5,0,1,0,2,1,0,0,0,4,4,4,4,4,4,4
ead39057-488a-43f1-9510-ab5179a8ee34,dismissive_9714,factual,none,control,,18,0.7,78,1527,29795,False,dismissive,dismissive,How does democracy work?,6585,949,81,33,50,0,5.89,11.72,0.535,12.1,14.7,1,1,0,2,2,1,0,0,4,4,4,4,4,4,4
7da5af00-98dc-45d7-9ce6-96c97b4232d5,dismissive_3770,factual,none,control,,23,0.7,80,2000,38819,False,dismissive,dismissive,Is it ethical to eat meat?,4852,718,46,10,7,8,5.74,15.61,0.529,28.5,13.2,3,0,0,3,4,0,0,2,4,4,4,4,4,4,4
c1704531-e103-4e83-a47c-efcefd5434fa,enthusiastic_9714,factual,none,control,,10,0.7,76,1554,30184,False,enthusiastic,enthusiastic,How does democracy work?,5713,820,71,23,35,0,5.87,11.55,0.578,24.2,12.9,0,1,0,3,2,0,0,0,4,4,4,4,4,4,4
1a41300e-e57c-4a5b-852e-dd48b4337351,neutral_9714,factual,none,control,,20,0.7,72,1456,28171,False,neutral,neutral,How does democracy work?,5655,835,71,29,42,0,5.62,11.76,0.54,23.4,13.0,2,1,0,2,2,0,0,0,4,4,4,4,4,4,4
0713e30a-6c3e-4c5c-a93b-ecf05bc697f0,enthusiastic_1363,factual,none,control,,18,0.7,75,2000,38094,False,enthusiastic,enthusiastic,What causes inflation?,5625,826,66,34,52,0,5.65,12.52,0.528,30.5,12.9,1,0,0,1,2,0,0,0,4,4,4,4,4,4,4
6d2a55c5-00ee-4eae-ac58-14d92e4574c7,dismissive_9714,factual,none,control,,24,0.7,78,1656,31644,False,dismissive,dismissive,How does democracy work?,6031,871,113,26,36,0,5.89,7.71,0.553,21.5,12.9,1,2,0,2,2,0,0,0,7,7,6,7,7,6,7
11736118-5ce0-46f5-88bf-0a5d69e3ad19,enthusiastic_9714,factual,none,control,,4,0.7,76,1422,27086,False,enthusiastic,enthusiastic,How does democracy work?,5836,847,72,24,36,0,5.85,11.76,0.557,13.0,14.1,1,1,0,1,1,0,0,0,7,7,6,7,7,7,7
1875486a-8c52-41cc-ac89-8519c0ff87bb,enthusiastic_3770,factual,none,control,,16,0.7,78,1848,35089,False,enthusiastic,enthusiastic,Is it ethical to eat meat?,7216,1114,90,30,28,20,5.44,12.38,0.509,38.2,11.1,2,1,1,2,2,0,0,1,4,4,4,4,4,4,4
64e4d449-54c3-47c7-9697-dbec0b04b628,rushed_1363,factual,none,control,,24,0.7,74,309,5982,False,rushed,rushed,What causes inflation?,1178,181,4,3,0,0,5.5,45.25,0.68,12.7,21.4,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4
ab3f5162-f493-4c10-8a4c-0022ed9ad97d,neutral_3770,factual,none,control,,10,0.7,74,1696,70497,False,neutral,neutral,Is it ethical to eat meat?,6851,1004,75,28,32,6,5.74,13.39,0.531,26.9,13.2,2,0,1,3,2,0,0,0,4,4,4,4,4,4,4
ef17ac2d-5920-4c32-ba73-f0b71d7dce35,dismissive_4625,factual,none,control,,28,0.7,84,1741,33274,False,dismissive,dismissive,How would you reduce traffic congestion in a major city?,6852,985,68,26,29,0,5.9,14.49,0.586,22.0,14.0,0,2,0,1,2,0,0,0,4,4,4,4,4,4,4
73a6424e-2d6b-4c15-845f-4f723980f90a,rushed_4625,factual,none,control,,20,0.7,81,1000,19149,False,rushed,rushed,How would you reduce traffic congestion in a major city?,3749,508,53,6,17,0,6.34,9.58,0.689,27.2,12.3,1,1,0,1,1,0,0,1,4,4,4,4,4,4,4
9e4b49f3-5dd7-40f3-a4b3-9be9d7e1d14a,neutral_3770,factual,none,control,,21,0.7,74,1757,33515,False,neutral,neutral,Is it ethical to eat meat?,6677,943,86,35,55,1,5.91,10.97,0.543,26.3,13.1,4,1,0,3,3,0,0,1,4,4,4,4,4,4,4
769423c2-e71a-4663-8e01-02fd2a2cd0d7,neutral_1363,factual,none,control,,22,0.7,71,1832,34891,False,neutral,neutral,What causes inflation?,7858,1151,79,46,67,0,5.68,14.57,0.462,30.0,12.5,0,0,0,3,1,0,0,1,4,4,4,4,4,4,4
d2ea0e66-e528-4c17-83e6-084342a871a8,rushed_9714,factual,none,control,,10,0.7,75,690,13180,False,rushed,rushed,How does democracy work?,2902,417,36,7,12,0,5.94,11.58,0.609,12.6,14.8,0,2,0,2,2,0,0,0,6,7,5,7,6,6,7
2e97fe15-22d3-47ef-a5e8-5a62f0219b70,enthusiastic_9714,factual,none,control,,26,0.7,76,1667,31880,False,enthusiastic,enthusiastic,How does democracy work?,6971,1014,109,37,34,0,5.81,9.3,0.563,19.4,13.1,0,0,0,3,1,0,1,0,4,4,4,4,4,4,4
3a3bfccb-cd2b-4322-bafb-27d92ebb5683,neutral_9714,factual,none,control,,15,0.7,72,1969,37620,False,neutral,neutral,How does democracy work?,8636,1208,124,41,61,0,5.92,9.74,0.533,14.1,13.8,1,2,0,3,3,0,1,0,4,4,4,4,4,4,4
790e1603-cdf3-41dd-b57d-8ec62c07fbbf,rushed_4625,factual,none,control,,12,0.7,81,265,5199,False,rushed,rushed,How would you reduce traffic congestion in a major city?,904,110,13,2,7,0,7.09,8.46,0.891,22.9,13.5,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4
560ac2e6-db32-4329-bb9e-b0ca95a380cc,enthusiastic_1224,factual,none,control,,5,0.7,83,1800,34342,False,enthusiastic,enthusiastic,What are the strongest arguments for and against universal basic income?,7072,1031,77,23,21,0,5.84,13.39,0.561,19.6,14.4,2,1,0,1,3,0,0,1,4,4,4,4,4,4,4
abc6b696-6413-49e3-b3a5-0f3628dba32b,neutral_9714,factual,none,control,,10,0.7,72,1506,28740,False,neutral,neutral,How does democracy work?,6370,932,86,34,49,0,5.7,10.84,0.558,22.5,13.3,0,1,0,2,1,0,0,0,4,4,4,4,4,4,4
9171ea43-6136-4ed1-9db3-4f0e871d3b25,dismissive_9714,factual,none,control,,19,0.7,78,2000,38143,False,dismissive,dismissive,How does democracy work?,4383,632,58,22,19,0,5.88,10.9,0.593,17.8,13.9,0,1,0,2,1,0,0,1,4,4,4,4,4,4,4
bcc368c1-7f32-4a8f-90b6-cb4983642e3b,rushed_9714,factual,none,control,,13,0.7,75,604,11642,False,rushed,rushed,How does democracy work?,2246,330,29,7,12,0,5.79,11.38,0.67,23.3,13.3,0,0,0,2,1,0,0,0,6,7,4,7,6,5,7
9a64fa05-58d5-4ef3-91d1-9bfb80075f9a,rushed_1224,factual,none,control,,8,0.7,82,918,17589,False,rushed,rushed,What are the strongest arguments for and against universal basic income?,3341,515,21,11,4,0,5.47,24.52,0.614,23.5,15.7,1,1,0,1,0,0,0,1,6,6,5,7,6,6,7
25f7abec-707d-4742-8dcc-d5e910629fa7,rushed_1224,factual,none,control,,14,0.7,82,946,18095,False,rushed,rushed,What are the strongest arguments for and against universal basic income?,4200,618,37,9,4,0,5.78,16.7,0.592,21.9,14.0,3,2,0,3,2,0,0,2,4,4,4,4,4,4,4
2032b7a8-7c99-40f6-9d35-c68a3a402c2c,neutral_3770,factual,none,control,,6,0.7,74,1705,32512,False,neutral,neutral,Is it ethical to eat meat?,7167,1031,88,25,31,0,5.88,11.72,0.526,23.3,13.4,3,0,0,5,1,0,0,1,4,4,4,4,4,4,4
3770e975-ad03-4f97-afc0-bcf9832bfb34,dismissive_9714,factual,none,control,,3,0.7,78,1300,24913,False,dismissive,dismissive,How does democracy work?,5380,801,76,24,33,0,5.65,10.54,0.561,19.3,13.4,1,1,0,2,2,0,0,0,4,4,4,4,4,4,4
3553b3ae-2033-41f0-9267-6a51f50b4ae7,enthusiastic_3770,factual,none,control,,26,0.7,78,1765,71996,False,enthusiastic,enthusiastic,Is it ethical to eat meat?,7411,1068,95,35,59,3,5.78,11.24,0.566,27.2,12.8,2,1,0,2,2,0,0,1,4,4,4,4,4,4,4
20905e5c-3180-41d5-96b5-3a641768c3c1,dismissive_1363,factual,none,control,,21,0.7,77,1721,32894,False,dismissive,dismissive,What causes inflation?,5460,820,48,27,34,0,5.6,17.08,0.532,25.0,14.9,0,2,0,0,1,1,0,0,4,4,4,4,4,4,4
b0d610d6-d16d-4194-b21a-65700f076eca,neutral_1224,factual,none,control,,10,0.7,79,2000,38114,False,neutral,neutral,What are the strongest arguments for and against universal basic income?,2368,368,21,5,2,0,5.42,17.52,0.663,31.4,14.0,1,0,0,0,1,0,0,0,4,4,4,4,4,4,4
bead077b-1b40-479d-b991-1e89a8d3f687,neutral_3770,factual,none,control,,17,0.7,74,2000,38139,False,neutral,neutral,Is it ethical to eat meat?,6362,900,97,22,28,7,5.99,9.28,0.543,20.4,13.0,1,0,0,4,1,0,0,1,4,4,4,4,4,4,4
02091fe4-5a17-44cf-99b1-43bc55aa437a,rushed_9714,factual,none,control,,3,0.7,75,538,10344,False,rushed,rushed,How does democracy work?,2180,331,28,7,8,0,5.54,11.82,0.631,20.9,13.9,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4
feb9b2db-ce47-43d9-9bf8-c805276ee0a6,enthusiastic_1224,factual,none,control,,20,0.7,83,1793,34273,False,enthusiastic,enthusiastic,What are the strongest arguments for and against universal basic income?,7246,1066,70,15,18,1,5.72,15.23,0.538,26.9,13.5,3,0,0,2,3,0,0,1,4,4,4,4,4,4,4
802790b5-9b32-47fc-be00-9eeff10c9248,enthusiastic_4625,factual,none,control,,1,0.7,82,2000,38165,False,enthusiastic,enthusiastic,How would you reduce traffic congestion in a major city?,7271,1047,79,37,48,0,5.86,13.25,0.563,22.0,13.4,0,0,0,1,1,0,0,0,4,4,4,4,4,4,4
780a6754-db81-4f50-bde6-be5aa1564f95,neutral_4625,factual,none,control,,6,0.7,78,2000,38256,False,neutral,neutral,How would you reduce traffic congestion in a major city?,7223,1086,145,25,71,0,5.57,7.49,0.523,39.2,9.8,0,1,0,1,0,0,0,0,4,4,4,4,4,4,4
